cell_type_imm_custom	gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj
Plasma K 2	AGPAT5	4.645134522391754e-4	-0.044172351980992876	0.055	0.105	1
Plasma K 2	C2orf74	4.957801806489286e-4	-0.04621973216762303	0.055	0.104	1
Plasma K 2	TXNIP	5.348337882754255e-4	-0.1325286756637225	0.59	0.671	1
Plasma K 2	RGCC	5.358948069911698e-4	-0.20232859462230335	0.37	0.454	1
Plasma K 2	LILRB1	5.564965600690934e-4	-0.06637316019475441	0.109	0.17	1
Plasma K 2	FCRL2	5.639664740366767e-4	-0.05507265408802485	0.095	0.155	1
Plasma K 2	STIM2	5.656965468497829e-4	0.05392191886949796	0.136	0.085	1
Plasma K 2	TSPYL2	5.690191341011804e-4	-0.10111049847656015	0.127	0.187	1
Plasma K 2	H2AFZ	5.718913827765105e-4	-0.07433219729900287	0.539	0.619	1
Plasma K 2	PRPF38B	0.00057448346949026295	0.11080074112330135	0.377	0.314	1
Plasma K 2	NDRG1	6.017643818431494e-4	0.052575545720808775	0.129	0.079	1
Plasma K 2	IGLV3-1	6.125073251785227e-4	0.27563511395486695	0.458	0.399	1
Plasma K 2	RAC2	6.306089351252589e-4	-0.032988398176310774	0.308	0.408	1
Plasma K 2	NFKBIE	6.315152361541852e-4	-0.06126648460976106	0.076	0.129	1
Plasma K 2	NCOA3	6.353386311205156e-4	-0.06456059023174193	0.35	0.434	1
Plasma K 2	TTC14	6.483173774447616e-4	-0.056297920458910924	0.09	0.147	1
Plasma K 2	CDKN1A	6.667001781055337e-4	-0.11237639281928946	0.387	0.465	1
Plasma K 2	KCNK6	6.716196901188206e-4	0.0969303907634384	0.232	0.171	1
Plasma K 2	MAP3K1	6.876462298753177e-4	-0.060071919198340595	0.173	0.245	1
Plasma K 2	SNX29	7.005135426214039e-4	-0.05858203917097511	0.093	0.15	1
Plasma K 2	FYTTD1	7.25012600195521e-4	-0.06405847117061103	0.194	0.268	1
Plasma K 2	IGKJ2	7.311940757992615e-4	-0.04865111093274403	0.067	0.119	1
Plasma K 2	GSTO1	7.537480786008173e-4	-0.04627480614793508	0.143	0.211	1
Plasma K 2	GPR183	7.647931473950227e-4	0.08096440693604223	0.252	0.186	1
Plasma K 2	IMPDH2	7.775562934510133e-4	-0.04783531092923762	0.116	0.18	1
Plasma K 2	UBE2Q2	7.816431868225501e-4	-0.04865111093274403	0.088	0.145	1
Plasma K 2	C12orf57	7.818204408884053e-4	-0.0804329863403036	0.373	0.456	1
Plasma K 2	UBA2	7.849459581589526e-4	-0.05270337391885781	0.093	0.15	1
Plasma K 2	GLS	7.949684097265773e-4	-0.08846185223605141	0.305	0.384	1
Plasma K 2	BLVRA	8.16408090105267e-4	-0.044172351980992876	0.055	0.102	1
Plasma K 2	C6orf62	8.524962802363352e-4	0.08491196017628266	0.35	0.278	1
Plasma K 2	PSAT1	8.58166457617536e-4	-0.054832955244903545	0.058	0.106	1
Plasma K 2	RBM8A	8.647968398129193e-4	-0.05985868721210763	0.213	0.288	1
Plasma K 2	HACD3	8.699078116111491e-4	-0.046849560097229306	0.063	0.113	1
Plasma K 2	GYG1	8.779364679445742e-4	-0.05099556556276878	0.07	0.121	1
Plasma K 2	DHRS7	8.886816950675674e-4	-0.0662905394651663	0.183	0.252	1
Plasma K 2	TMEM38B	8.891098190659455e-4	-0.04277314548427097	0.056	0.104	1
Plasma K 2	NCF1	9.02647043080219e-4	-0.05514836291192443	0.171	0.242	1
Plasma K 2	RARRES3	9.231398765166702e-4	-0.05578992320851767	0.213	0.291	1
Plasma K 2	SKA2	9.379085126351947e-4	-0.04457941156269023	0.077	0.13	1
Plasma K 2	IVNS1ABP	9.68653482127183e-4	0.08001587021460474	0.19	0.134	1
Plasma K 2	HLA-F	0.00098424077852015345	-0.058171589070571406	0.178	0.249	1
Plasma K 2	BEX4	9.911191666134595e-4	-0.041872600540783046	0.055	0.101	1
Plasma K 2	HMGB1	0.0010059523542871344	0.10772797503256482	0.637	0.561	1
Plasma K 2	SERTAD2	0.001012435441755035	-0.057087070550699004	0.111	0.17	1
Plasma K 2	TMSB4X	0.0010209491669692218	-0.1855980889990385	0.889	0.928	1
Plasma K 2	NSA2	0.0010596419316419331	-0.05755510294248939	0.329	0.418	1
Plasma K 2	POLR3GL	0.0010991483939086027	-0.04857921417645476	0.113	0.173	1
Plasma K 2	CTSC	0.0011068029824409665	-0.05720429926405271	0.164	0.231	1
Plasma K 2	WNK1	0.0011120656196887155	0.07193166010362981	0.25	0.188	1
Plasma K 2	CRYBG3	0.0011172231519216266	-0.06447615207714104	0.085	0.137	1
Plasma K 2	COMMD6	0.0011179729786696508	-0.03564218762637805	0.322	0.423	1
Plasma K 2	RFC1	0.001145305147555119	-0.06573941087291896	0.241	0.314	1
Plasma K 2	CD47	0.0011702515747151682	-0.07548642485877888	0.324	0.396	1
Plasma K 2	SPINK2	0.0011708871912234854	-0.07235338437652769	0.111	0.17	1
Plasma K 2	USP1	0.0012272797706975387	-0.05157443322790181	0.077	0.128	1
Plasma K 2	SCAPER	0.001239204400679708	-0.06434545639284173	0.157	0.221	1
Plasma K 2	OTULIN	0.0012791500370730319	0.04645832518557963	0.148	0.097	1
Plasma K 2	LGALS4	0.001294362946888774	0.19633966141142778	0.109	0.068	1
Plasma K 2	MIS18BP1	0.0013067990489973092	-0.04884193774867951	0.13	0.191	1
Plasma K 2	ZBP1	0.0013266752048617084	-0.05391960994143147	0.187	0.258	1
Plasma K 2	USP8	0.001463832513579311	0.0619513792433265	0.342	0.27	1
Plasma K 2	P2RX1	0.0014873416022957123	-0.05272941592461451	0.07	0.118	1
Plasma K 2	ANKRD13A	0.001502821993192614	-0.03810689705707257	0.077	0.128	1
Plasma K 2	EIF2S2	0.0015072780651449098	-0.06879871221705713	0.356	0.435	1
Plasma K 2	SMCHD1	0.0015851523998796542	-0.09363620684955293	0.357	0.434	1
Plasma K 2	ALCAM	0.0016063830919714208	-0.05421421992012769	0.076	0.124	1
Plasma K 2	HSP90AA1	0.0017393434560930745	-0.5668162957713694	0.926	0.932	1
Plasma K 2	NUCKS1	0.0018103623638416133	-0.0317474327473119	0.301	0.386	1
Plasma K 2	PPP3CC	0.001855014779412055	-0.05336105233782858	0.12	0.176	1
Plasma K 2	ZNF281	0.0018680868290445434	0.057278473543934005	0.144	0.097	1
Plasma K 2	IER5	0.0018749488327426285	-0.2184966299800848	0.283	0.344	1
Plasma K 2	RAB9A	0.0018751403048952668	-0.05920068011687213	0.12	0.176	1
Plasma K 2	EID1	0.0019298654836803085	-0.06776290346389208	0.32	0.396	1
Plasma K 2	CNTRL	0.002045656514494358	-0.04668246175946891	0.09	0.141	1
Plasma K 2	CD320	0.0021126462935366183	-0.051434603465748185	0.153	0.215	1
Plasma K 2	ECI2	0.002139557690235018	-0.04645265594437066	0.083	0.132	1
Plasma K 2	TCF4	0.0021447844996801487	-0.03367400938945525	0.315	0.403	1
Plasma K 2	IGKV3-20	0.0022151001010948263	-0.17728921604380599	0.169	0.227	1
Plasma K 2	HYOU1	0.002237388771691554	-0.06817932690356376	0.238	0.309	1
Plasma K 2	DDX18	0.0022385407420819144	-0.14634171830497056	0.444	0.505	1
Plasma K 2	LY9	0.0022593960793690776	-0.04863701825459449	0.113	0.168	1
Plasma K 2	SMIM1	0.002271426261412956	-0.044049469843875574	0.06	0.103	1
Plasma K 2	QPCT	0.002277269478223879	-0.04894389524159659	0.099	0.151	1
Plasma K 2	RANBP1	0.002280838441309039	-0.04912787513034145	0.218	0.29	1
Plasma K 2	TGFB1	0.002292984082763701	-0.10202954149542498	0.268	0.332	1
Plasma K 2	SPEN	0.002321561909025363	0.07882257856673855	0.273	0.217	1
Plasma K 2	PPT1	0.002408967904326419	-0.04093270525791087	0.074	0.121	1
Plasma K 2	BID	0.002439798383304052	-0.053338407666684975	0.111	0.164	1
Plasma K 2	TSPAN3	0.0025174773281783094	-0.04451815394375458	0.129	0.186	1
Plasma K 2	BTG3	0.0025266637608675254	-0.06592845131105352	0.178	0.24	1
Plasma K 2	CTSS	0.0025309408355360186	-0.056648124594635474	0.202	0.269	1
Plasma K 2	Z93241.1	0.002542827519190697	-0.08341136756766271	0.246	0.318	1
Plasma K 2	IER3	0.0025504721960110384	0.08714570375880881	0.38	0.309	1
Plasma K 2	ELOB	0.0026670500482228595	0.08754699312435532	0.614	0.545	1
Plasma K 2	MINDY2	0.0027358155269648922	-0.04013133125785846	0.081	0.129	1
Plasma K 2	TAB2	0.002826913208571286	0.049324042561872394	0.15	0.103	1
Plasma K 2	MLLT3	0.0028283584083505513	-0.05452974241585841	0.081	0.128	1
Plasma K 2	CDC25B	0.0028557611024829627	0.03644989374939202	0.107	0.067	1
Plasma K 2	FDX1	0.002950307527814898	-0.06144958098865344	0.174	0.235	1
Plasma K 2	HMGN3	0.002967487799108658	-0.03775873518994022	0.303	0.387	1
Plasma K 2	SESN1	0.0030445172410068404	-0.05597552391708885	0.1	0.151	1
Plasma K 2	ACTR2	0.003057403287021974	0.07445601469131283	0.285	0.227	1
Plasma K 2	CADM1	0.0031523963404159203	0.043942539732306565	0.102	0.064	1
Plasma K 2	JPT1	0.0032020103177340326	0.07330362909402652	0.183	0.133	1
Plasma K 2	GNPTAB	0.0032360758290254322	-0.04853312379320518	0.127	0.182	1
Plasma K 2	LPP	0.003334238474109315	0.04882599007733042	0.102	0.064	1
Plasma K 2	ITGAL	0.003344458956688002	0.05211616855323897	0.143	0.098	1
Plasma K 2	ZFP36L1	0.0033769915189362978	0.06263467274445894	0.312	0.249	1
Plasma K 2	STK10	0.0033854937268148707	0.04864843076971917	0.109	0.07	1
Plasma K 2	AAED1	0.003385741035074124	-0.04239520974784901	0.065	0.108	1
Plasma K 2	SRM	0.0034072689614694546	-0.03785686580186337	0.382	0.471	1
Plasma K 2	FAM177A1	0.003423877587932721	-0.048088023672746255	0.123	0.177	1
Plasma K 2	HNRNPH1	0.003471895163625862	0.10143837171321501	0.68	0.625	1
Plasma K 2	MTDH	0.003513643735933203	-0.04776909346118596	0.592	0.659	1
Plasma K 2	DEDD2	0.003547576854863049	-0.05900193222791453	0.16	0.218	1
Plasma K 2	PLXNC1	0.003610802934466142	-0.04384880765799111	0.09	0.137	1
Plasma K 2	COL4A4	0.0036160174764707613	-0.04495332538803948	0.077	0.123	1
Plasma K 2	MDFIC	0.0036436398377215503	-0.044355398034226834	0.185	0.249	1
Plasma K 2	RAB8B	0.0036518969855098646	0.06022740601680364	0.12	0.08	1
Plasma K 2	PTCH2	0.0036705596548899442	-0.06378191735285035	0.125	0.178	1
Plasma K 2	CCDC91	0.003709391499363281	-0.05007931479654122	0.107	0.157	1
Plasma K 2	AL118516.1	0.003845415702342104	0.056442702496538044	0.165	0.118	1
Plasma K 2	FMNL1	0.00392724227733226	0.039414300937618885	0.178	0.127	1
Plasma K 2	UCP2	0.003965013871819091	0.06597706148383951	0.164	0.118	1
Plasma K 2	CRYBG1	0.004008850675687657	0.02582848775340879	0.13	0.086	1
Plasma K 2	ATP1B1	0.00404283591572754	0.10734291133619095	0.136	0.095	1
Plasma K 2	NCF4	0.004051613030178665	-0.05838985683609543	0.211	0.274	1
Plasma K 2	ATP6AP2	0.004102844538451905	-0.04315410844453835	0.157	0.215	1
Plasma K 2	ARPC3	0.00411284212340189	-0.03505249890878637	0.433	0.512	1
Plasma K 2	TKT	0.004237317665544838	-0.05023008307150456	0.144	0.2	1
Plasma K 2	ZC3H12A	0.004414336061068393	-0.05795401922522567	0.141	0.194	1
Plasma K 2	GADD45GIP1	0.004415405271321772	-0.048083161482836756	0.396	0.466	1
Plasma K 2	FAM126A	0.004640646955429446	-0.04532416727587622	0.063	0.103	1
Plasma K 2	FAM117A	0.004742411816021019	-0.04473589384139148	0.114	0.165	1
Plasma K 2	PLEC	0.004759989817904119	0.04402948491342461	0.102	0.065	1
Plasma K 2	ZBTB10	0.004774027060644267	-0.1073021962650734	0.144	0.196	1
Plasma K 2	QKI	0.004780536179975093	-0.03683459805649797	0.19	0.254	1
Plasma K 2	NFIC	0.004801080973791793	-0.04093270525791087	0.077	0.121	1
Plasma K 2	ZBTB20	0.0048160684649577274	-0.08588663538386654	0.276	0.337	1
Plasma K 2	PSAP	0.0049229520537760404	-0.052043481686017246	0.433	0.509	1
Plasma K 2	MRPL18	0.005001863467069898	-0.054441599153619014	0.164	0.218	1
Plasma K 2	MAPK13	0.005112573406343633	-0.03984092994275232	0.063	0.103	1
Plasma K 2	HIST1H4H	0.005209232909811333	-0.055303461787768404	0.07	0.111	1
Plasma K 2	THEMIS2	0.005227768218313439	-0.04742582397422901	0.254	0.322	1
Plasma K 2	EMP3	0.005261485558495904	-0.035288434846596495	0.526	0.624	1
Plasma K 2	HSPD1	0.005431754648046301	-0.3247080283595569	0.467	0.514	1
Plasma K 2	PACS1	0.005563414853701999	-0.037680669871533665	0.077	0.12	1
Plasma K 2	IRF1	0.005579932865706233	-0.20342833964239593	0.657	0.663	1
Plasma K 2	RLF	0.005588694347924006	-0.06385376700235781	0.151	0.203	1
Plasma K 2	FCHSD2	0.005666237440049623	-0.05680393284198826	0.157	0.21	1
Plasma K 2	PPP1R15B	0.0057968764062302025	-0.11496432509532212	0.364	0.419	1
Plasma K 2	TIPARP	0.005839300939696849	-0.06372344698269383	0.255	0.318	1
Plasma K 2	ATP6V1F	0.005849769849097981	-0.04129625010377283	0.227	0.293	1
Plasma K 2	NHP2	0.005861674393735212	-0.04342092366549982	0.173	0.231	1
Plasma K 2	CMSS1	0.005869930390102488	-0.042076281344571725	0.111	0.16	1
Plasma K 2	NUDT4	0.005956025008761865	-0.0556525222369465	0.143	0.195	1
Plasma K 2	TUBB4B	0.006181879811413114	-0.19408286835408428	0.57	0.602	1
Plasma K 2	TMEM106B	0.006277081160018956	-0.04690429313684247	0.118	0.167	1
Plasma K 2	ELF1	0.006402114825219325	-0.06665557447406723	0.331	0.398	1
Plasma K 2	KIAA1551	0.006449903686938877	0.043409542336220935	0.139	0.097	1
Plasma K 2	LITAF	0.006536441738244084	-0.05508194641404199	0.202	0.263	1
Plasma K 2	NCK2	0.006559033816152382	0.0453419139249458	0.123	0.084	1
Plasma K 2	PTPN22	0.006613857606911565	0.05663113540824935	0.171	0.125	1
Plasma K 2	RASAL3	0.006634150542368232	0.04287162250150883	0.107	0.071	1
Plasma K 2	U62317.5	0.006778385769688621	-0.05485254868110284	0.121	0.169	1
Plasma K 2	ZC3HAV1	0.006999742945472759	0.07740439368281177	0.28	0.229	1
Plasma K 2	ITGB2	0.00708506842560324	0.04461225464144704	0.123	0.084	1
Plasma K 2	PLK3	0.007176838963608446	-0.04583067423345795	0.063	0.102	1
Plasma K 2	ARHGAP9	0.007289830570457659	0.042368975284876015	0.107	0.072	1
Plasma K 2	EIF4E	0.007360424510871805	0.08512016195743394	0.162	0.117	1
Plasma K 2	ADGRE5	0.0073896962292712195	0.07968210235755199	0.287	0.237	1
Plasma K 2	SLC39A11	0.007396800598920999	-0.03829313799129906	0.063	0.101	1
Plasma K 2	PNN	0.007519523055957721	-0.054077698998084095	0.222	0.28	1
Plasma K 2	C6orf48	0.007611929533203002	-0.04480828379576554	0.173	0.23	1
Plasma K 2	APOL1	0.007919191186052216	-0.036856115155420074	0.081	0.123	1
Plasma K 2	FCGRT	0.007994853869988066	-0.02021523340391873	0.153	0.209	1
Plasma K 2	NORAD	0.008082237214882243	-0.04882962585138512	0.264	0.327	1
Plasma K 2	CNN2	0.008092259092974	0.037649526410893794	0.143	0.101	1
Plasma K 2	CELF2	0.008417823641616026	0.08356113242695606	0.305	0.256	1
Plasma K 2	CFL2	0.008445942716960905	-0.0411524937500079	0.085	0.126	1
Plasma K 2	RNF149	0.008766055380717562	0.04477513403550318	0.139	0.099	1
Plasma K 2	TBCC	0.00883979080489935	-0.05270906688036481	0.118	0.164	1
Plasma K 2	ITGAE	0.009029306406425559	-0.042927029917365384	0.113	0.158	1
Plasma K 2	RHOG	0.009291311735207659	0.0490683577086035	0.102	0.069	1
Plasma K 2	PARM1	0.009352117583972365	-0.03461656094611079	0.099	0.143	1
Plasma K 2	FNDC3B	0.009358884912675891	-0.03616172913307403	0.442	0.517	1
Plasma K 2	MYL12A	0.00942176307678809	0.09770979573192584	0.38	0.337	1
Plasma K 2	VEGFB	0.009514992304953573	-0.05016082140088532	0.164	0.215	1
Plasma K 2	ZKSCAN1	0.009523327705350033	0.048407869458836406	0.144	0.103	1
Plasma K 2	RSBN1	0.009635697464073377	0.055640198641576294	0.18	0.135	1
Plasma K 2	ARL3	0.009706948199079546	-0.04148283467377033	0.092	0.133	1
Plasma K 2	DAPP1	0.009721912445078234	-0.05871504741020017	0.225	0.281	1
Plasma K 2	CYTH1	0.009924745659635663	-0.04896683156770984	0.174	0.227	1
Plasma K 2	PABPC1	0.010117016150705389	0.07491171806122018	0.252	0.203	1
Plasma K 2	SLC12A2	0.01026268926547025	0.1248526766276569	0.121	0.087	1
Plasma K 2	SRSF7	0.01031393997085041	-0.0857224682260741	0.35	0.41	1
Plasma K 2	SYTL1	0.010364721151116413	-0.04207628134457175	0.192	0.247	1
Plasma K 2	POLR3D	0.010413227482222573	-0.03639998364500051	0.086	0.128	1
Plasma K 2	DNTTIP2	0.010462612573380572	-0.039299456410930494	0.109	0.154	1
Plasma K 2	MRPS21	0.010525495006516348	-0.0545635105704656	0.254	0.31	1
Plasma K 2	RBM38	0.010947225082225107	0.049672728467586094	0.13	0.093	1
Plasma K 2	GOLIM4	0.01146956804624765	0.0605267461629255	0.151	0.112	1
Plasma K 2	MEPCE	0.011540021329769121	-0.024885970064636734	0.09	0.132	1
Plasma K 2	SH3BGRL	0.011723859341223393	-0.04372113450109899	0.268	0.329	1
Plasma K 2	IGHV3-23	0.011885251547019735	-0.29477891458622185	0.111	0.153	1
Plasma K 2	EIF2S3	0.012028510995603744	-0.04090946545239904	0.167	0.218	1
Plasma K 2	BET1	0.01219010262907863	-0.03125038424749045	0.07	0.108	1
Plasma K 2	CCDC85B	0.012291800420577719	-0.04378142788874134	0.282	0.344	1
Plasma K 2	AMD1	0.012363764492788558	-0.03833804603361646	0.248	0.313	1
Plasma K 2	UGP2	0.012509887052760777	-0.03384084443632451	0.12	0.165	1
Plasma K 2	HIST1H2AG	0.012662458484885173	0.05865102139176655	0.141	0.103	1
Plasma K 2	MBNL1	0.013040207124058983	0.08030019553962481	0.329	0.286	1
Plasma K 2	RGS14	0.013139109619735597	-0.027982407482874477	0.07	0.107	1
Plasma K 2	HSPB1	0.013315793817663868	-0.1628776124053014	0.208	0.252	1
Plasma K 2	LGALSL	0.01333982742065308	-0.027010243295161412	0.069	0.106	1
Plasma K 2	YWHAB	0.013440474062388295	0.0761751702434959	0.366	0.316	1
Plasma K 2	CDK14	0.01378889902217754	-0.03688265695313839	0.076	0.113	1
Plasma K 2	SEPHS2	0.014175487846561393	0.05940782257436103	0.129	0.093	1
Plasma K 2	NFKBIZ	0.014312875641476423	-0.07692463467687427	0.345	0.41	1
Plasma K 2	RSRP1	0.01472793767414103	0.03847939111111631	0.218	0.169	1
Plasma K 2	MAPKAPK2	0.01524492592298955	0.08867520275948437	0.356	0.311	1
Plasma K 2	YME1L1	0.015605509821980248	-0.09764792628731539	0.285	0.341	1
Plasma K 2	DNMT1	0.015767972024090783	0.03407385621345353	0.118	0.083	1
Plasma K 2	PPP1R18	0.015783420008388196	0.04280586709515788	0.113	0.079	1
Plasma K 2	TNRC6B	0.01582563841677845	-0.06412827080690575	0.426	0.481	1
Plasma K 2	LINC00513	0.015833937267351723	0.053316677632560594	0.261	0.213	1
Plasma K 2	CASP3	0.016046663139521276	-0.05814452225613842	0.229	0.278	1
Plasma K 2	MXI1	0.016130262287443183	-0.035870097768812795	0.09	0.128	1
Plasma K 2	HMGA1	0.016510349122019284	0.047511511170238246	0.158	0.12	1
Plasma K 2	SAP30	0.016666644101689013	-0.033439157345163284	0.07	0.106	1
Plasma K 2	FLI1	0.016718750724662758	-0.035885375930666846	0.079	0.116	1
Plasma K 2	ORMDL3	0.017179804215129324	-0.0359640535339015	0.083	0.12	1
Plasma K 2	EPB41L4A-AS1	0.01723416873435427	-0.03513275819054654	0.118	0.161	1
Plasma K 2	ZBTB43	0.017487398354927613	-0.03780733142499576	0.09	0.128	1
Plasma K 2	C4orf48	0.017874304829657687	0.0674400640193974	0.243	0.199	1
Plasma K 2	NAP1L1	0.018260235593477475	-0.0563740818428618	0.37	0.434	1
Plasma K 2	REV3L	0.0183472097225878	0.03948893198043582	0.146	0.108	1
Plasma K 2	CYTH4	0.018588116755591154	0.025796904922407438	0.143	0.104	1
Plasma K 2	TUT4	0.01881755990787555	-0.03958981525501942	0.141	0.186	1
Plasma K 2	CD74	0.019167967758929823	-0.0036451621788751165	0.708	0.758	1
Plasma K 2	CHST11	0.019290678131675197	0.04249193724020531	0.151	0.113	1
Plasma K 2	HIST2H2AC	0.01963060178041167	-0.04060377725565989	0.086	0.123	1
Plasma K 2	MAP1LC3B	0.01983632623144392	-0.04816346838997326	0.384	0.437	1
Plasma K 2	TMEM70	0.020099594727383367	-0.03799528368567495	0.162	0.209	1
Plasma K 2	SH3PXD2A	0.020807287956226755	0.04252371275486294	0.127	0.092	1
Plasma K 2	NR4A3	0.021039466100254502	-0.06609725917593268	0.194	0.239	1
Plasma K 2	NASP	0.021183692607121222	-0.04569071244371278	0.187	0.234	1
Plasma K 2	ASAP1	0.02141165009231492	-0.03197659445715596	0.102	0.141	1
Plasma K 2	PRNP	0.021815412223211785	-0.03435759324285065	0.116	0.157	1
Plasma K 2	PARVB	0.022135387987287057	-0.038648546004427714	0.129	0.17	1
Plasma K 2	PRMT9	0.022170559810483076	-0.08479962504905507	0.088	0.123	1
Plasma K 2	HIST1H2BD	0.022332413268258744	0.03133586079080217	0.151	0.113	1
Plasma K 2	IGKJ3	0.023345509254166397	-0.019757758388876112	0.104	0.143	1
Plasma K 2	PKN1	0.023919658614346202	-0.03390466107759883	0.093	0.13	1
Plasma K 2	CLK1	0.02402641603904816	-0.04944706337211102	0.426	0.486	1
Plasma K 2	PHGDH	0.024160124538042286	-0.040025056212976654	0.086	0.121	1
Plasma K 2	AC007384.1	0.02462890185411826	-0.03635890238626503	0.102	0.14	1
Plasma K 2	OCIAD2	0.024869868068891313	-0.041111294636057644	0.173	0.218	1
Plasma K 2	PDE7A	0.026286540799525783	-0.025154007043732635	0.109	0.149	1
Plasma K 2	ARPC5	0.02637492276782061	0.048471028296263374	0.155	0.12	1
Plasma K 2	FBL	0.02643405335419471	-0.022547329924698267	0.215	0.27	1
Plasma K 2	CCDC88A	0.026614959384331442	0.07290535358764119	0.194	0.156	1
Plasma K 2	NXPE3	0.02669667503209665	0.02333195540891861	0.162	0.123	1
Plasma K 2	SKAP2	0.02677592330124807	-0.031867375974328316	0.092	0.128	1
Plasma K 2	APBB1IP	0.02681558961670989	0.049505381302666296	0.167	0.13	1
Plasma K 2	NCOA2	0.027143143202545468	-0.03729463372576958	0.144	0.187	1
Plasma K 2	FAM162A	0.02760241589007013	-0.032211577568826255	0.16	0.205	1
Plasma K 2	CCT2	0.028397663022905247	-0.03342752071071042	0.139	0.181	1
Plasma K 2	REXO2	0.02884468157850469	-0.03608933059356231	0.173	0.218	1
Plasma K 2	AC007952.4	0.028999555484326256	-0.03578024884707148	0.201	0.249	1
Plasma K 2	CCDC88B	0.029169442957708687	0.04188165815816766	0.13	0.098	1
Plasma K 2	ALOX5	0.029210152678410286	-0.00859569368268441	0.07	0.103	1
Plasma K 2	ANKRD36C	0.029332814757564944	0.06339890663721492	0.225	0.184	1
Plasma K 2	INSIG1	0.02950880133684096	0.02210814284446541	0.164	0.125	1
Plasma K 2	KCNN3	0.02954328249655923	0.041862412510570324	0.155	0.12	1
Plasma K 2	RRP1B	0.030123146361185935	-0.026064861353602586	0.074	0.106	1
Plasma K 2	PRDM2	0.030913087328907612	-0.02757159514169001	0.09	0.125	1
Plasma K 2	ZNF622	0.03159149672287166	-0.036066355028075314	0.13	0.169	1
Plasma K 2	CBX6	0.031958469461586474	0.034855108637383295	0.109	0.079	1
Plasma K 2	MACF1	0.032567030425006846	0.044707934776326896	0.188	0.15	1
Plasma K 2	SYK	0.03275994852799266	-0.02752788025020514	0.114	0.153	1
Plasma K 2	SQOR	0.03311597630979108	0.03679570511274159	0.116	0.086	1
Plasma K 2	ANXA2	0.03318973858123951	0.057442852602412386	0.231	0.192	1
Plasma K 2	HNRNPU	0.03342997001394352	-0.08023519734165935	0.35	0.398	1
Plasma K 2	KMT2E-AS1	0.03520008138856542	-0.026895144144366306	0.164	0.208	1
Plasma K 2	TERF2IP	0.03537330451437501	-0.031947969741488905	0.095	0.129	1
Plasma K 2	RTN4	0.035495565692271754	-0.02634069832983088	0.127	0.166	1
Plasma K 2	VPS37B	0.03578116031913279	-0.035337417843576885	0.173	0.214	1
Plasma K 2	SH3KBP1	0.0358626850335662	-0.038500802274247986	0.192	0.237	1
