cell_type_epi_custom	gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj
Ent. Prog. 1	PRKDC	0.20741403248509607	-0.00876653163091061	0.105	0.122	1
Ent. Prog. 1	TMEM123	0.2089436035776946	0.021087742480111804	0.163	0.144	1
Ent. Prog. 1	FAM84A	0.2091318002682998	-0.019614471202335032	0.096	0.112	1
Ent. Prog. 1	NXPE1	0.21159606798849115	0.03050560834713434	0.395	0.369	1
Ent. Prog. 1	CBX5	0.2124957297050172	-0.014710457054498222	0.086	0.101	1
Ent. Prog. 1	CEACAM5	0.21402267311675982	-0.016383450620888668	0.096	0.112	1
Ent. Prog. 1	ARIH1	0.21513836387141366	-0.03129347470222768	0.167	0.185	1
Ent. Prog. 1	TM4SF5	0.22136232288248517	0.007518859619663518	0.106	0.09	1
Ent. Prog. 1	GCHFR	0.2242622737874247	-0.02111009493949481	0.153	0.172	1
Ent. Prog. 1	CAPG	0.23078363502733593	-0.012037747333866256	0.245	0.268	1
Ent. Prog. 1	AKAP13	0.2319042337406829	-0.0011204482964896623	0.349	0.381	1
Ent. Prog. 1	MUC12	0.23332465351120252	0.16032520727878885	0.669	0.691	1
Ent. Prog. 1	PABPC1	0.2354647778876632	-0.01433546233833033	0.169	0.189	1
Ent. Prog. 1	HSPA5	0.246232939661246	-0.060893412780960554	0.335	0.352	1
Ent. Prog. 1	ZNF844	0.25089104767037834	-0.018378463751408655	0.096	0.111	1
Ent. Prog. 1	RACK1	0.2517325442817918	-0.04758651999683028	0.567	0.584	1
Ent. Prog. 1	CCSER1	0.25370733176354204	-0.013116708394508167	0.087	0.101	1
Ent. Prog. 1	FAM111A	0.25414726195104026	0.02083445606252797	0.125	0.11	1
Ent. Prog. 1	ISG15	0.26047113548648854	0.004517450457004468	0.208	0.189	1
Ent. Prog. 1	HBEGF	0.2641647294403067	-0.02587896000835954	0.213	0.233	1
Ent. Prog. 1	RPL34	0.2644198131183602	-0.023984832303732162	0.827	0.86	1
Ent. Prog. 1	ZBTB20	0.2658822233608541	0.02904674756996009	0.213	0.196	1
Ent. Prog. 1	KIF1B	0.2676789134148729	-0.016876227167286942	0.114	0.129	1
Ent. Prog. 1	NOP53	0.26871696187803124	0.025503486408135212	0.258	0.24	1
Ent. Prog. 1	CREBRF	0.26968764109284815	0.018661656779575403	0.144	0.128	1
Ent. Prog. 1	DDX21	0.273581206435431	-0.00745318383327867	0.182	0.201	1
Ent. Prog. 1	CENPC	0.2786106993176764	-0.014069465057760466	0.152	0.17	1
Ent. Prog. 1	ZFAND5	0.27966897202363095	-0.026096556295574724	0.213	0.23	1
Ent. Prog. 1	GALNT5	0.2807705079776105	-0.016526993388918998	0.169	0.186	1
Ent. Prog. 1	SLC25A37	0.28091547535719574	0.017379618406236502	0.173	0.158	1
Ent. Prog. 1	ZC3H12C	0.28324962097387435	-0.010438697539205052	0.088	0.101	1
Ent. Prog. 1	TYMP	0.28694524480597516	-0.017522407872609586	0.137	0.152	1
Ent. Prog. 1	IGLC2	0.2884664693861085	0.43805978753904773	0.229	0.215	1
Ent. Prog. 1	SYPL1	0.2894660670864484	-0.012003860183424642	0.121	0.137	1
Ent. Prog. 1	JARID2	0.29166452919353736	-0.013845899667945222	0.112	0.126	1
Ent. Prog. 1	PCM1	0.3014836082994607	-0.015984886363161144	0.146	0.163	1
Ent. Prog. 1	AHI1	0.30275039516439595	-0.023139034160067018	0.24	0.257	1
Ent. Prog. 1	GUCY2C	0.3074023891461658	-0.015082123372146622	0.158	0.174	1
Ent. Prog. 1	FAM210B	0.3093523105771813	-0.013772845644462198	0.089	0.101	1
Ent. Prog. 1	TSPAN13	0.3112469680105927	0.0243414018278737	0.145	0.132	1
Ent. Prog. 1	KMT2A	0.31189362695530654	-0.013108805203331547	0.124	0.138	1
Ent. Prog. 1	HSPH1	0.31395762429173496	-0.002880661560698189	0.152	0.169	1
Ent. Prog. 1	FOXP1	0.31893158100151403	-0.00829106931976853	0.243	0.265	1
Ent. Prog. 1	RPS19	0.32238168649749305	0.0248436163396355	0.85	0.849	1
Ent. Prog. 1	MYO1B	0.32678567789828955	-0.007245407324498951	0.115	0.129	1
Ent. Prog. 1	PARP14	0.3273395219365354	0.014653131128982116	0.169	0.153	1
Ent. Prog. 1	HECA	0.3301422346557518	-0.009426071370411349	0.126	0.14	1
Ent. Prog. 1	RRAS	0.3318630152943225	-0.018440087008331885	0.208	0.224	1
Ent. Prog. 1	RPS4X	0.3346757839129093	0.06040025746691491	0.736	0.746	1
Ent. Prog. 1	CMTM6	0.33476284356203745	-0.006693760775283664	0.147	0.163	1
Ent. Prog. 1	KCNQ1OT1	0.3353097357107359	-0.03100910285877234	0.366	0.334	1
Ent. Prog. 1	RPL5	0.3410260282320328	0.013870949755982909	0.479	0.458	1
Ent. Prog. 1	RPS5	0.3433129172521288	-0.005793063664179199	0.752	0.719	1
Ent. Prog. 1	ZNF827	0.3441642884462637	0.0072898506308661515	0.12	0.107	1
Ent. Prog. 1	RAB13	0.3479729576182914	0.018971606156992338	0.188	0.173	1
Ent. Prog. 1	HSPD1	0.34815176609994464	0.0015966516866390834	0.253	0.271	1
Ent. Prog. 1	SATB2	0.3542796816982643	-0.019052548796226865	0.314	0.332	1
Ent. Prog. 1	PDGFA	0.35553711041497743	0.025792754561728914	0.228	0.214	1
Ent. Prog. 1	NSA2	0.35724370634493136	-0.017706870698081967	0.262	0.28	1
Ent. Prog. 1	RPL3	0.360670459543587	-0.009275264385607773	0.841	0.818	1
Ent. Prog. 1	CDHR2	0.3680692812626926	-0.015240222669689218	0.165	0.179	1
Ent. Prog. 1	RPL30	0.3701772167351452	0.04830047702887286	0.663	0.656	1
Ent. Prog. 1	ARL5B	0.3739933484280661	-0.003631788099846378	0.094	0.106	1
Ent. Prog. 1	RANBP2	0.374277492624973	-0.006207865233263138	0.129	0.143	1
Ent. Prog. 1	CEACAM6	0.37434688396441285	0.125762189393698	0.226	0.22	1
Ent. Prog. 1	GPR160	0.3755099636919024	-0.02155876517748731	0.226	0.24	1
Ent. Prog. 1	PPP1R15A	0.37724778377391793	-0.0385390269333441	0.466	0.481	1
Ent. Prog. 1	YES1	0.3840182795846496	-0.013070302409158963	0.152	0.165	1
Ent. Prog. 1	INAFM1	0.38509111546303904	0.008895954168250578	0.102	0.091	1
Ent. Prog. 1	SP140L	0.3861703582856153	-0.012097522753036216	0.093	0.103	1
Ent. Prog. 1	HSP90B1	0.3978083069449161	-0.020396135775727908	0.249	0.266	1
Ent. Prog. 1	H1FX	0.4064510470222013	0.018850828833995525	0.185	0.173	1
Ent. Prog. 1	PNRC1	0.40772034282210307	0.01859472707600665	0.189	0.176	1
Ent. Prog. 1	RPS23	0.4124294777690115	-0.03523631472828037	0.648	0.662	1
Ent. Prog. 1	AREG	0.41553853640892696	-0.02996717586667158	0.219	0.233	1
Ent. Prog. 1	EIF3E	0.4178978514548136	-0.017450861269561996	0.166	0.178	1
Ent. Prog. 1	EPHA2	0.42047765059458336	-0.0067203983115442095	0.106	0.117	1
Ent. Prog. 1	CITED2	0.425440890952459	-0.0055471552424309345	0.245	0.26	1
Ent. Prog. 1	LAMA3	0.42864611043566275	-0.008070048944444075	0.113	0.124	1
Ent. Prog. 1	RPL10	0.43653538200287956	-0.008351653455529906	0.8	0.811	1
Ent. Prog. 1	WSB1	0.44032287044618007	-0.02795331176372362	0.447	0.468	1
Ent. Prog. 1	RSL1D1	0.441558580304241	0.006312954935274007	0.106	0.096	1
Ent. Prog. 1	RANBP1	0.4442909370049187	-0.003557506903036023	0.109	0.121	1
Ent. Prog. 1	HIST1H2AG	0.4501571549905468	-0.010672972627367563	0.108	0.118	1
Ent. Prog. 1	H2AFZ	0.4563176288848328	0.008503206896068538	0.235	0.221	1
Ent. Prog. 1	RPL14	0.45810793926824556	0.008661734703542479	0.764	0.762	1
Ent. Prog. 1	RDH10	0.4588189472822093	0.010529092382916022	0.127	0.117	1
Ent. Prog. 1	NHP2	0.46596527149712974	-0.01130675314926878	0.122	0.132	1
Ent. Prog. 1	SPINK5	0.47021660372848617	0.07005037732158126	0.221	0.215	1
Ent. Prog. 1	IRS2	0.4712015621455809	0.04051233816133851	0.192	0.185	1
Ent. Prog. 1	MYB	0.47342011958243263	-0.013457291612497424	0.097	0.106	1
Ent. Prog. 1	HSPA1B	0.4737487044642878	-4.97795523354716e-4	0.607	0.615	1
Ent. Prog. 1	PABPC4	0.4806775490648128	0.01757443520043589	0.175	0.165	1
Ent. Prog. 1	MAFB	0.48598394056040706	-0.02986977268663693	0.135	0.144	1
Ent. Prog. 1	ZYX	0.4919004379629326	-0.0040166706990975715	0.093	0.101	1
Ent. Prog. 1	CERS6	0.4933781998848094	-0.013772845644462212	0.164	0.174	1
Ent. Prog. 1	TFDP2	0.4954694649006211	-0.012931448876270873	0.157	0.166	1
Ent. Prog. 1	POU3F1	0.5028665621875896	-0.007227707739553613	0.118	0.127	1
Ent. Prog. 1	DNAJB1	0.5078839693227154	0.019439256051633658	0.399	0.423	1
Ent. Prog. 1	TRIM2	0.5082713497796987	0.012253828949325363	0.264	0.253	1
Ent. Prog. 1	RPS3A	0.5117539730963727	-0.017964674599767694	0.653	0.669	1
Ent. Prog. 1	RSL24D1	0.5121664112866632	-0.003625896100725806	0.105	0.114	1
Ent. Prog. 1	C6orf62	0.5178928911750811	-0.01419864935538806	0.315	0.326	1
Ent. Prog. 1	SNHG8	0.5186546489110615	0.00390972155687852	0.238	0.226	1
Ent. Prog. 1	AL118516.1	0.5228167399137211	-0.003587298806591893	0.147	0.158	1
Ent. Prog. 1	AL031777.3	0.5297313288183523	-0.007658929505518386	0.152	0.162	1
Ent. Prog. 1	KCNK6	0.530214704216478	0.023099243962420163	0.232	0.224	1
Ent. Prog. 1	ABHD2	0.5304669295181801	0.0026794888254711158	0.163	0.173	1
Ent. Prog. 1	RHPN2	0.5312164113364881	-0.007859959560188354	0.097	0.105	1
Ent. Prog. 1	ZFP36L2	0.5324209173855359	0.012616530658488445	0.714	0.747	1
Ent. Prog. 1	TUBB2A	0.5407785129706963	0.011119000656197003	0.121	0.113	1
Ent. Prog. 1	DIAPH1	0.5436581508187424	-0.0015499078500679775	0.138	0.148	1
Ent. Prog. 1	CYP3A5	0.545214102253994	-0.0029862874950079554	0.35	0.365	1
Ent. Prog. 1	RPS6KA5	0.5483830882676113	-0.0012921322192519513	0.189	0.201	1
Ent. Prog. 1	NBEAL2	0.5497916102443947	0.012475003413219554	0.138	0.13	1
Ent. Prog. 1	GDF15	0.5515916668373746	0.040337480003069665	0.125	0.119	1
Ent. Prog. 1	AC020916.1	0.5586362800014688	-0.015220652470404994	0.191	0.2	1
Ent. Prog. 1	EID1	0.5679286072320378	-0.0028787823762829456	0.147	0.158	1
Ent. Prog. 1	PERP	0.5731457364849208	0.019682320454747493	0.348	0.375	1
Ent. Prog. 1	HIST1H2BG	0.5759229207890048	-0.013619639100850511	0.295	0.305	1
Ent. Prog. 1	TTC3	0.5786420397158556	0.021634979945680255	0.306	0.3	1
Ent. Prog. 1	ANKRD36C	0.5855393360754648	0.014168374114823384	0.137	0.129	1
Ent. Prog. 1	ITGA6	0.5873980286414963	-0.017850547947103612	0.363	0.372	1
Ent. Prog. 1	RPL23	0.5922271175207898	0.03288325959203431	0.597	0.598	1
Ent. Prog. 1	DST	0.5953770517694505	0.03068897797842418	0.416	0.443	1
Ent. Prog. 1	CBX4	0.5957468592456977	-0.007809207761847209	0.165	0.174	1
Ent. Prog. 1	RPS12	0.5965789215773473	0.009100153876274053	0.891	0.884	1
Ent. Prog. 1	IRF7	0.5979571985326901	-0.00867919065325698	0.108	0.115	1
Ent. Prog. 1	AGO2	0.6088687357495277	-0.007079296144783476	0.125	0.132	1
Ent. Prog. 1	NPM1	0.6093992664073424	0.006098749547189419	0.162	0.172	1
Ent. Prog. 1	NFIB	0.6147501430360338	0.016003876536804185	0.219	0.211	1
Ent. Prog. 1	GOLGA8A	0.6154047096085067	-0.007565322885821346	0.126	0.132	1
Ent. Prog. 1	RPL7A	0.6194101623812317	-0.02878338756941501	0.819	0.804	1
Ent. Prog. 1	SELENOK	0.6206281299229373	-0.005531107738688312	0.211	0.22	1
Ent. Prog. 1	RBPJ	0.6248831791360921	-8.040309501195497e-4	0.1	0.107	1
Ent. Prog. 1	RIF1	0.6306577503865545	0.0037838999553316544	0.126	0.119	1
Ent. Prog. 1	ICA1	0.6341488293626731	-0.0047231742499884155	0.125	0.132	1
Ent. Prog. 1	VPS13C	0.63443022603988	0.018983789318644723	0.194	0.188	1
Ent. Prog. 1	CEBPZ	0.6396727368810715	-0.0035821359283434995	0.167	0.176	1
Ent. Prog. 1	ANKRD37	0.6404795115024776	-0.02159165393559334	0.159	0.164	1
Ent. Prog. 1	HNRNPH1	0.6442939926728491	0.028178842188594844	0.379	0.38	1
Ent. Prog. 1	HIPK1	0.6477787802657937	0.01208852689880996	0.145	0.139	1
Ent. Prog. 1	PDK4	0.6496251022143177	-0.002115458164801187	0.261	0.254	1
Ent. Prog. 1	KCNK1	0.6508338813572969	-0.009629955439263704	0.125	0.131	1
Ent. Prog. 1	MPZL2	0.6584051724330597	-0.0028130723089421633	0.108	0.114	1
Ent. Prog. 1	FHL2	0.6669843446767284	-0.009426071370411349	0.128	0.134	1
Ent. Prog. 1	NFIA	0.6673650142746372	0.003399394240426512	0.124	0.117	1
Ent. Prog. 1	XAF1	0.6738111676906948	-0.013041024708334764	0.152	0.159	1
Ent. Prog. 1	SKIL	0.676315628323653	0.013360144567618498	0.195	0.189	1
Ent. Prog. 1	YPEL5	0.6784425689533529	0.01144079024743691	0.148	0.143	1
Ent. Prog. 1	ARSE	0.6789701753241932	-0.008113562570113766	0.116	0.122	1
Ent. Prog. 1	ENC1	0.6819815244395984	4.982481152703694e-4	0.102	0.108	1
Ent. Prog. 1	NR4A1	0.6852336224444551	-0.05000045706769113	0.209	0.21	1
Ent. Prog. 1	REL	0.6874238056353807	0.017739258126830304	0.14	0.149	1
Ent. Prog. 1	SMCO4	0.6929175490586444	0.0018457487112177595	0.119	0.113	1
Ent. Prog. 1	EDN1	0.7007737683521436	-0.0038195866806308987	0.157	0.163	1
Ent. Prog. 1	JMJD1C	0.7010116563994591	-0.0022120232433862352	0.208	0.215	1
Ent. Prog. 1	GMDS	0.7064922701591807	0.004986886336831642	0.283	0.294	1
Ent. Prog. 1	TFF3	0.7175015023324659	-0.01035510113380178	0.348	0.353	1
Ent. Prog. 1	RPLP0	0.7343374651106203	-0.024925611177778917	0.627	0.609	1
Ent. Prog. 1	BTG1	0.7374922345052739	0.05206469329370378	0.634	0.648	1
Ent. Prog. 1	GNAQ	0.7494894756666289	-0.005313433605300788	0.289	0.295	1
Ent. Prog. 1	GLUL	0.7496332752728743	0.040981716882364516	0.293	0.298	1
Ent. Prog. 1	NABP1	0.749653384347202	0.005647192473992424	0.183	0.178	1
Ent. Prog. 1	ARHGAP26	0.7586303652001045	0.010206570345371146	0.184	0.18	1
Ent. Prog. 1	PPA1	0.7645160589984482	0.029480692492957816	0.316	0.319	1
Ent. Prog. 1	MUC13	0.7664093087851316	0.05292753692994967	0.581	0.595	1
Ent. Prog. 1	RAP1B	0.7797162131132889	-0.0020023783440803467	0.107	0.11	1
Ent. Prog. 1	ZNF292	0.7830674894826706	0.007225753998400086	0.24	0.247	1
Ent. Prog. 1	LINC01970	0.7862599822725796	-0.0025760752053799463	0.125	0.128	1
Ent. Prog. 1	PSMB9	0.7945523651790953	-0.009245702705728817	0.108	0.111	1
Ent. Prog. 1	UTRN	0.7954521001758026	-0.006487808241566639	0.113	0.116	1
Ent. Prog. 1	RPS8	0.7988794790549003	-0.01398633838651997	0.728	0.715	1
Ent. Prog. 1	MAPK8IP3	0.8000104522897512	-0.0014160469552970956	0.099	0.102	1
Ent. Prog. 1	FEM1C	0.801000144520494	-0.0026361785981352526	0.141	0.145	1
Ent. Prog. 1	SNORC	0.8059447977860836	-0.002190919741259345	0.24	0.235	1
Ent. Prog. 1	ENTPD8	0.8064078205137801	0.01443361981067287	0.196	0.194	1
Ent. Prog. 1	RPL39	0.809077262553052	0.013272697119919852	0.241	0.237	1
Ent. Prog. 1	TACC1	0.8125171311387676	-9.424948320372467e-4	0.106	0.109	1
Ent. Prog. 1	NXF1	0.820975301137402	0.005482728327280778	0.124	0.121	1
Ent. Prog. 1	ANKRD10	0.8254448291635591	0.004202683736500901	0.158	0.154	1
Ent. Prog. 1	SNRPD1	0.8309722072604517	2.344235618253615e-4	0.114	0.117	1
Ent. Prog. 1	ZFAS1	0.8363640108819781	0.0051312438394535975	0.159	0.155	1
Ent. Prog. 1	CST3	0.8419603588311111	-0.0025090424457397398	0.254	0.258	1
Ent. Prog. 1	PRRC2B	0.8466224972379303	0.004457330922174055	0.103	0.107	1
Ent. Prog. 1	HMGB1	0.8537144146003417	0.03839291540300371	0.523	0.535	1
Ent. Prog. 1	BAZ2B	0.8553343775939297	-0.0028832685923839974	0.226	0.221	1
Ent. Prog. 1	RPL24	0.8596269852045995	-0.0016107759103896058	0.735	0.747	1
Ent. Prog. 1	LMAN1	0.8598324760248333	0.013830754454098898	0.102	0.101	1
Ent. Prog. 1	QSOX1	0.8727301353521552	0.02353997818089934	0.163	0.164	1
Ent. Prog. 1	PALLD	0.8780639399692909	0.0023319316098605603	0.106	0.108	1
Ent. Prog. 1	EPS8L1	0.8813087793405945	0.003173908741007314	0.113	0.115	1
Ent. Prog. 1	RPS18	0.8835404812473053	-0.04235780925419563	0.918	0.933	1
Ent. Prog. 1	RPL13A	0.8856967012564161	-0.05874073029088711	0.901	0.896	1
Ent. Prog. 1	MCL1	0.8877864702996443	0.035606804971903105	0.35	0.362	1
Ent. Prog. 1	AL135925.1	0.8889436334550815	0.004419089156195266	0.127	0.126	1
Ent. Prog. 1	ATP2A3	0.8908255442528897	-0.004760084922954488	0.357	0.359	1
Ent. Prog. 1	MECOM	0.8931300931805508	-6.882898567243112e-4	0.233	0.234	1
Ent. Prog. 1	SPRY2	0.8931347049257853	-0.001686155162286429	0.106	0.108	1
Ent. Prog. 1	IFI27L2	0.9086885242679178	0.0022304322085404116	0.112	0.11	1
Ent. Prog. 1	HMGB2	0.9137310914382266	0.011353561696684056	0.122	0.125	1
Ent. Prog. 1	GALNT3	0.9138286681915129	0.02489629551469169	0.245	0.247	1
Ent. Prog. 1	CCL28	0.921999210776596	0.0063714200696077805	0.318	0.321	1
Ent. Prog. 1	RPL10A	0.9304794821211376	-0.04235170958105616	0.665	0.663	1
Ent. Prog. 1	TPM4	0.930845869575144	0.027807668714945666	0.271	0.28	1
Ent. Prog. 1	PCCA	0.9326663727788016	0.04291480101737016	0.132	0.133	1
Ent. Prog. 1	PMAIP1	0.9462171275074409	-3.282767229454142e-4	0.167	0.166	1
Ent. Prog. 1	DEK	0.9491401494967107	0.017113487051892085	0.264	0.267	1
Ent. Prog. 1	YBX3	0.9566363613230202	0.012452276513533977	0.308	0.313	1
Ent. Prog. 1	ELF3	0.9642419270873804	0.05482488605665026	0.895	0.92	1
Ent. Prog. 1	NACA	0.968263096904094	0.025296325867156244	0.671	0.688	1
Ent. Prog. 1	IER5L	0.9691796325050107	0.004193063989083423	0.266	0.267	1
Ent. Prog. 1	JCHAIN	0.9728038632942316	-0.1920187539178183	0.249	0.253	1
Ent. Prog. 1	CKAP4	0.9753445968457298	-0.0013678060804691583	0.102	0.103	1
Ent. Prog. 1	RPS6	0.9777494184537804	-0.04412009311822018	0.791	0.782	1
Ent. Prog. 1	RPS13	0.9779826921637161	0.008680992860458203	0.534	0.539	1
Ent. Prog. 1	ABLIM1	0.9794666597663946	0.004678831643417536	0.248	0.249	1
Ent. Prog. 1	S100A13	0.9796106131873544	0.002674431564635149	0.27	0.271	1
Ent. Prog. 1	IER5	0.9801838531877812	0.013512432865515733	0.315	0.318	1
Ent. Prog. 1	TRIM31	0.9980225413670187	0.0010856468209732295	0.145	0.146	1
Ent. Prog. 1	RPS27A	0.9995562197698286	0.010156763394064017	0.823	0.829	1
Ent. Prog. 1	UBE2H	0.9997767310937392	0.004817023776467033	0.134	0.135	1
Ent. Prog. 2	FABP1	5.898310819481079e-228	-0.9173964069213505	0.996	0.999	1.2890168464893949e-223
Ent. Prog. 2	KRT8	4.82751365698279e-199	-0.7423522028568788	0.99	0.999	1.055004834597019e-194
Ent. Prog. 2	FTH1	6.636894001260914e-157	-0.9301092842610228	0.815	0.959	1.4504268150355602e-152
Ent. Prog. 2	LCN2	1.5815558897243032e-156	1.107661158617768	0.593	0.174	3.4563322414034923e-152
Ent. Prog. 2	KRT20	9.60261042212188e-153	-0.6978099574356031	0.913	0.977	2.0985544816505156e-148
Ent. Prog. 2	AQP8	2.9312562366286685e-147	-1.2784035579164246	0.547	0.838	6.405967379528292e-143
Ent. Prog. 2	LGALS3	6.223175966553836e-137	-0.601412132279699	0.996	0.999	1.3600128757306753e-132
Ent. Prog. 2	KRT18	3.4728748999068307e-124	-0.5466300601034098	0.983	0.997	7.589620806256387e-120
Ent. Prog. 2	PRDX6	1.3126248165094427e-111	-0.6222954198641284	0.706	0.906	2.868610273999736e-107
Ent. Prog. 2	BSG	3.402639775520043e-104	-0.5430282168003349	0.85	0.944	7.436128965421503e-100
Ent. Prog. 2	CLDN4	1.7532866603896158e-99	-0.4903993505803368	0.955	0.99	3.8316326676154666e-95
Ent. Prog. 2	SLC25A5	2.0961708027384403e-99	-0.5530286857130329	0.752	0.925	4.580971672304587e-95
Ent. Prog. 2	DDAH2	1.2602802506065154e-97	-0.4917719831026416	0.348	0.682	2.7542164596754788e-93
Ent. Prog. 2	TMSB4X	1.8658085939292035e-90	-0.44374118907700266	0.998	0.999	4.0775381011728815e-86
Ent. Prog. 2	SULT1A2	3.2213842598725383e-87	-0.39525606435486066	0.283	0.62	7.040013161525445e-83
Ent. Prog. 2	CTSZ	4.7306001117053276e-85	-0.4259836667720006	0.625	0.84	1.0338253484120824e-80
Ent. Prog. 2	DUOX2	9.368732928709887e-85	0.45482505191695666	0.241	0.023	2.0474428942402585e-80
Ent. Prog. 2	SLC51B	3.0386680003716505e-84	-0.47340239359302116	0.533	0.781	6.640705048012205e-80
Ent. Prog. 2	TMEM54	2.7648305698219997e-81	-0.4003848479070784	0.949	0.99	6.042260727288998e-77
Ent. Prog. 2	PPDPF	1.251858457839803e-80	-0.4569678466459095	0.972	0.991	2.7358114737631055e-76
Ent. Prog. 2	PKIB	3.719215408556954e-80	-0.45534967169421603	0.699	0.875	8.127973353860367e-76
Ent. Prog. 2	PLA2G2A	4.2413481541043125e-78	1.1989748071808841	0.535	0.253	9.269042255979565e-74
Ent. Prog. 2	LGALS4	1.1351714363075257e-77	-0.5349068770802363	0.978	0.999	2.4808036569064667e-73
Ent. Prog. 2	ABCG2	3.478814868390724e-77	-0.3736625153540504	0.123	0.432	7.602602013381088e-73
Ent. Prog. 2	ALDOB	6.765382719281992e-73	0.3453356627836902	0.283	0.055	1.4785067394718865e-68
Ent. Prog. 2	SULT1A1	1.744477015429922e-71	-0.41570888515109505	0.399	0.674	3.8123800695205514e-67
Ent. Prog. 2	CLDN3	2.429471363962278e-70	-0.433874495665753	0.942	0.986	5.309366718803163e-66
Ent. Prog. 2	FXYD3	1.563545003943755e-69	-0.42049418758474655	0.987	0.998	3.416971251618682e-65
Ent. Prog. 2	SDCBP2	1.0678359247502562e-67	-0.4068538509214038	0.764	0.894	2.33364862994921e-63
Ent. Prog. 2	FCGRT	4.637972691308606e-67	-0.42357911419835415	0.702	0.868	1.0135825519585828e-62
Ent. Prog. 2	TMIGD1	1.5460418814679384e-64	-0.47091143577824346	0.46	0.705	3.3787199277600323e-60
Ent. Prog. 2	ETHE1	1.9355582548537995e-64	-0.42024036416855415	0.755	0.921	4.2299690101574934e-60
Ent. Prog. 2	GUCA2A	2.1066987475394032e-64	-0.6025752629495211	0.853	0.947	4.6039794428726117e-60
Ent. Prog. 2	MT1E	1.4157559579568557e-63	-0.6436207705763812	0.627	0.843	3.0939930705189127e-59
Ent. Prog. 2	PRSS3	2.598513991769997e-62	-0.34937300159314466	0.896	0.953	5.678792477614151e-58
Ent. Prog. 2	TST	5.589603781235574e-62	-0.3627489687876111	0.809	0.911	1.2215520103512223e-57
Ent. Prog. 2	IFI27	1.4376416506935123e-61	-0.43487239965069113	0.957	0.994	3.141822063425602e-57
Ent. Prog. 2	GUCA2B	1.3898814733311265e-60	-0.6826306277417653	0.566	0.792	3.0374469718178436e-56
Ent. Prog. 2	MS4A12	1.993563407625645e-60	-0.4394245275330575	0.751	0.909	4.356733471025085e-56
Ent. Prog. 2	CAMK2N1	1.9499003012315726e-59	-0.3380220283693445	0.846	0.943	4.2613121183114784e-55
Ent. Prog. 2	CD9	4.217647891879278e-59	-0.3791360822487686	0.743	0.89	9.217247702912973e-55
Ent. Prog. 2	PRR13	4.413867962780535e-59	-0.3589513321653869	0.643	0.818	9.646067045860582e-55
Ent. Prog. 2	C10orf99	7.461175985599118e-58	-0.4106252520588096	0.73	0.884	1.6305653998928313e-53
Ent. Prog. 2	CES2	1.5056550727375268e-57	-0.3559619804805836	0.786	0.923	3.290458595960591e-53
Ent. Prog. 2	S100A14	1.76823891892788e-57	-0.44972228455130014	0.65	0.831	3.8643093334249893e-53
Ent. Prog. 2	CSTB	1.176822804485581e-56	-0.34252677036491375	0.767	0.901	2.571828556922789e-52
Ent. Prog. 2	FTL	2.318581326988338e-55	-0.39148232606408584	0.958	0.981	5.0670276320003143e-51
Ent. Prog. 2	GAPDH	5.2055404616175455e-55	-0.376610571071881	0.904	0.973	1.1376188124818984e-50
Ent. Prog. 2	C11orf86	9.850618802141376e-55	-0.42950027107941696	0.246	0.501	2.152754233019976e-50
Ent. Prog. 2	NEAT1	6.029357163562034e-54	-0.38088687935351295	0.998	0.997	1.3176557145248469e-49
Ent. Prog. 2	CTSA	7.205067849072868e-53	-0.31055816439476147	0.632	0.821	1.5745955277363847e-48
Ent. Prog. 2	GIPC1	1.674270739724107e-51	-0.30211398872830664	0.647	0.834	3.6589512745930635e-47
Ent. Prog. 2	MYL12B	1.3227110013147749e-50	-0.3191116489589114	0.951	0.989	2.890652622273309e-46
Ent. Prog. 2	S100A11	1.1507145423365562e-49	0.3978907026085302	0.431	0.199	2.51477156082231e-45
Ent. Prog. 2	ANPEP	1.922928752309903e-49	-0.35458515454593886	0.452	0.739	4.202368495298062e-45
Ent. Prog. 2	S100A10	9.814435302918536e-48	-0.29926865494357324	0.988	0.999	2.1448466910998168e-43
Ent. Prog. 2	LMO7	2.5462538672729404e-47	-0.2871047982740653	0.507	0.722	5.564583201538284e-43
Ent. Prog. 2	SRI	4.113893025364174e-47	-0.32313725117337566	0.911	0.962	8.990501817630865e-43
Ent. Prog. 2	HSD17B2	6.318214451439634e-47	-0.3394193542420461	0.408	0.626	1.3807825862176177e-42
Ent. Prog. 2	PDLIM1	1.801428605656127e-46	-0.29784832718270904	0.706	0.841	3.9368420748008996e-42
Ent. Prog. 2	MT2A	7.650799700288372e-45	-0.5742890712576083	0.654	0.827	1.672005766501021e-40
Ent. Prog. 2	IER2	1.0703185018843653e-44	-0.3821043127749688	0.784	0.889	2.339074054018092e-40
